remark,reading,comment,time
招商局置地开展房地产投资信托管理业务,1152,0,2019-12-10 17:58:26
招商局置地：招商局房托基金在联交所上市,781,0,2019-12-10 16:55:08
招商局置地(00978.HK)开展房地产投资信托管理业务,807,0,2019-12-10 16:54:46
招商局置地(00978)开展房地产投资信托管理业务,686,0,2019-12-10 16:46:27
自愿公告 - 开展房地产投资信托管理业务,496,0,2019-12-10 16:38:09
招商局商业房托今日港股上市 股价破发,965,0,2019-12-10 13:09:21
这点交易额都不够维持公司证券部门发工资的,552,0,2019-12-06 10:17:06
招商局商业房托IPO 打破香港REITs市场六年沉寂,8539,1,
招商局商业房托IPO，打破香港REITs市场六年沉寂,9775,0,
股份发行人的证券变动月报表,434,0,2019-12-02 17:34:24
招商局商业房托基金(01503.HK)招股中 国际配售已获超额认购,48591,0,
内地REITs破局维艰：第3家绕道香港，5项物业估值67.8亿元,7857,0,
招商局置地(00978)：发售基金单位完成后 招商蛇口将成为招商局房托基金单位持有人,1455,0,2019-11-28 21:37:14
关连交易 - 与招商蛇口之持续关连交易内容有关房托基金管理服务,577,0,2019-11-28 21:03:23
首单央企房地产信托基金亮相招商房托基金引领REITs新时代,6484,0,
招商房托基金亮相 管理层透露还有三个潜在物业待注入,2196,1,2019-11-28 00:03:00
招商房托基金过聆讯 将成港交所第11只REITs,779,0,2019-11-14 15:36:42
于二零一九年十一月八日举行之股东特别大会表决结果,718,0,2019-11-08 19:07:03
股份发行人的证券变动月报表,747,0,2019-11-01 16:13:09
今天上午,1501,3,2019-10-25 12:08:30
招商局置地(00978)与招商蛇口订立不竞争契据,2281,0,2019-10-21 18:00:26
二零一九年十一月八日举行之股东特别大会适用之代表委任表格,590,0,2019-10-21 18:06:42
股东特别大会通告,749,0,2019-10-21 18:01:45
关连交易:就股东特别大会暂停办理股份过户登记手续,556,0,2019-10-21 17:59:10
关连交易:经重新修订及重列之不竞争契据及股东特别大会通告,617,0,2019-10-21 17:56:38
关连交易:经重新修订及重列之不竞争契据,560,0,2019-10-21 17:52:22
招商局置地(00978)前9个月合同销售总额同比增长约19%至261.45亿元,1067,0,2019-10-14 17:02:20
招商局置地首九个月合同销售额升约19％,1042,0,2019-10-14 17:00:26
招商局置地：前9月累计合同销售总额约261.45亿元 同比增19%,1412,0,2019-10-14 16:46:02
招商局置地前9月合同销售增长19%至261.45亿元,843,0,2019-10-14 16:36:50
截至二零一九年九月三十日止九个月之未经审核营运数据,721,0,2019-10-14 16:35:01
股份发行人的证券变动月报表,1148,0,2019-10-02 14:19:53
2019 中期报告,1025,0,2019-09-25 17:01:51
招商局置地(00978-HK)收购西安国际港务区内商业用地土地使用权,1428,0,2019-09-23 14:50:07
招商局置地：1.42亿元成功竞得西安市一商业用地,1628,0,2019-09-23 10:23:59
招商局置地拨付7.06亿收购西安一宗商地 总建面不超11.16万平,1146,0,2019-09-23 09:43:01
招商局置地：1.42亿元竟得西安国际港务区商业用地,1666,0,2019-09-23 08:05:13
招商局置地(00978)附属以1.416亿元投得西安一商业用地的土地使用权,1216,0,2019-09-23 07:25:09
招商局置地(00978.HK)附属斥1.42亿元收购西安一商业地块,1213,0,2019-09-23 07:20:52
须予披露交易 — 收购于中国西安市之土地使用权,923,0,2019-09-23 07:12:46
招商房托基金港股IPO 房托管理人为招商局置地,2536,0,2019-09-03 20:29:44
招商局置地(00978-HK)拟扩展其业务至房地产投资信托管理,1346,0,2019-09-03 14:32:32
招商局置地：将开展房地产投资信托管理业务,1506,0,2019-09-03 13:16:41
由招商局置地(00978)分拆上市 招商房托基金申请港交所主板上市,1740,0,2019-09-03 10:57:43
招商局置地拟分拆房托基金上市 或涉写字楼物业,1934,0,2019-09-03 09:34:54
招商局置地：拟开展房地产投资信托管理业务,1225,0,2019-09-03 08:10:52
自愿公告 - 建议开展房地产投资信托管理业务,1289,0,2019-09-03 06:16:03
股份发行人的证券变动月报表,928,0,2019-09-02 15:34:16
招商局置地：少数股东权益占比大 不竞争契约致布局受限,1737,0,2019-08-20 16:38:41
一图看懂招商局置地(00978.HK)2019年中期业绩,36454,0,
一图看懂招商局置地(00978.HK)2019年中期业绩,1466,0,2019-08-20 13:37:09
招商局置地上半年营业收入29.05亿元，已连续两年下滑,3029,0,
招商局置地：上半年负债总计554.56亿元 同比增加26.94%,1429,0,2019-08-19 18:55:35
招商局置地：上半年资产总计815.79亿元 负债总计554.56亿元,1921,0,2019-08-19 18:55:19
招商局置地中期营收29.05亿元 同比下降约11%,1435,0,2019-08-19 18:37:52
招商局置地：上半年实现合同销售总额158.3亿元 同比增长9%,1160,0,2019-08-19 18:18:46
招商局置地：累计可售建筑面积约501.2万平方米,1228,0,2019-08-19 18:18:34
招商局置地：上半年净利润5.28亿元 同比下降35%,1270,0,2019-08-19 18:03:43
招商局置地中期纯利按年升15% 不派中期息,1225,0,2019-08-19 17:58:01
招商局置地(00978.HK)中期股东应占溢利增长15%至4.91亿元,1215,0,2019-08-19 17:52:40
截至二零一九年六月三十日止六个月之中期业绩公告,1127,0,2019-08-19 17:51:13
招商局置地(00978)上半年股东应占溢利同比增15%至4.9亿元,1069,0,2019-08-19 17:49:41
招商局置地(00978.HK)8月19日举行董事会会议 审核中期业绩,1573,0,2019-08-09 21:29:36
董事会会议日期,1396,0,2019-08-09 21:24:52
股份发行人的证券变动月报表,970,0,2019-08-05 13:47:15
00976，全球龙头,1402,4,2019-05-31 15:12:35
“抱团开发”热再现 招商局置地等三房企入股保利广州白云地块,3129,0,2019-07-22 22:23:07
招商局置地：与中铁建及广东保利等合作开发广州住宅地,3542,0,2019-07-22 18:18:29
招商局置地与保利、金茂、中铁合营开发广州一宗宅地 占股25%,3682,0,2019-07-22 13:04:36
关连交易:关于土地开发的合营安排,1260,0,2019-07-21 19:03:57
招商局置地上半年销售额158.3亿元 同比增长约9%,1495,0,2019-07-11 22:16:38
招商局置地：前6月合同销售总额158.3亿元 同比增9%,1381,0,2019-07-11 21:09:40
招商局置地(00978)上半年合同销售额同比增9%至158.3亿元,1409,0,2019-07-11 20:46:20
招商局置地：前6月合约销售金额158.30亿元 同比增长约9%,1845,0,2019-07-11 20:42:09
截至二零一九年六月三十日止六个月之未经审核营运数据,1243,0,2019-07-11 20:34:46
股份发行人的证券变动月报表,1007,0,2019-07-02 14:39:29
招商局置地夥广州君堂发展白云区地皮项目,1315,0,2019-07-02 13:17:05
招商局置地入股龙湖广州白云地块 将联合开发项目,10653,0,2019-07-01 21:48:38
招商局置地(00978)与广州君堂成立合营共同开发白云地块,1320,0,2019-07-01 21:22:41
须予披露交易: 有关开发白云地块之合营安排,1163,0,2019-07-01 21:00:01
招商局置地与龙湖联合开发广州白云地块 项目持股分别为50.1%及49.9%,1704,0,2019-07-01 20:13:52
招商局置地：出资10.33亿元 与龙湖共同开发广州白云区宗地,1388,0,2019-07-01 20:08:38
懂事高管工资,1272,0,2019-06-30 08:54:08
2018环境、社会及管治报告,1056,0,2019-06-25 11:16:11
更改香港股份过户登记分处地址,1168,0,2019-06-17 12:50:37
金茂出售、增资8项目股权 京沪占了5个,3102,0,2019-06-13 14:51:12
惨痛！央企开发商连抛4家公司！下半年买房你千万别越买越错！,18391,2,
招商局置地：与一家银行签订10亿元贷款融资协议 贷款期限3年,1103,0,2019-06-11 10:36:59
招商局置地获一笔10亿元承诺性定期贷款额度 期限3年,1410,0,2019-06-11 00:52:29
招商局置地(00978)获不超过10亿元的承诺性定期贷款,1203,0,2019-06-10 21:37:26
招商局置地(00978.HK)获得不超10亿元贷款,1088,0,2019-06-10 21:11:26
根据上市规则第13.18条之披露,956,0,2019-06-10 21:08:35
获批母企资产注入，招商局置地(00978.HK) 启动资产管理新时代,13.7万,0,
获批母企资产注入  招商局置地(00978.HK) 启动资产管理新时代,1562,0,2019-06-10 09:12:13
于二零一九年六月六日举行之股东特别大会表决结果,1409,0,2019-06-06 19:15:42
招商局置地为重庆依云4亿元三年期授信提供担保,1227,0,2019-06-04 19:54:16
股份发行人的证券变动月报表,810,0,2019-06-04 12:20:57
招商局置地：徐建峰辞任公司秘书 吴昊获委任,1294,0,2019-06-03 11:24:52
吴昊接替徐建峰获任招商局置地(00978)公司秘书,1703,0,2019-06-01 15:53:58
招商局置地公司秘书徐建峰辞任 吴昊接替,1803,0,2019-05-31 23:34:16
更换公司秘书,1391,0,2019-05-31 22:55:29
招商局置地：1.55亿元收购火炬投资剩余30%股权,1357,0,2019-05-31 11:03:29
招商局置地斥1.55亿元人民币全拥江苏省3地皮,1364,0,2019-05-31 09:04:36
招商局置地1.55亿元全购江苏句容三处地块,2028,0,2019-05-30 23:33:22
招商局置地(00978.HK)拟1.55亿元收购火炬投资30%股份,1378,0,2019-05-30 22:01:56
招商局置地(00978)拟1.55亿元收购火炬投资余下30%权益,1432,0,2019-05-30 21:52:05
关连交易:收购一间非全资附属公司之股权,1189,0,2019-05-30 21:38:57
招商局置地注资超2亿 与金茂、中梁开发浙江一地块,1544,0,2019-05-28 14:22:37
招商局置地(00978-HK)参与中国金茂(00817-HK)浙江省商住地发展项目,1899,0,2019-05-28 11:59:57
招商局置地斥资逾1亿元购浙江瑞安市地皮近两成半股权,1347,0,2019-05-28 09:38:00
招商局置地注资2.27亿元 与金茂、中梁开发浙江瑞安商住地,2300,0,2019-05-28 00:30:10
招商局置地收购中国金茂项目公司24.5%股份 参与开发浙江瑞安地块,2845,0,2019-05-27 23:24:28
招商局置地(00978.HK)拟收购瑞安佳茂置业24.5%权益  参与开发浙江瑞安地块,2437,0,2019-05-27 23:16:02
招商局置地(00978)拟入股裕昌投资携手中国金茂(00817)共同开发瑞安市商住用地,2256,0,2019-05-27 22:52:24
须予披露交易:投资瑞安佳茂置业有限公司,1381,0,2019-05-27 22:36:54
二零一九年六月六日(星期四)举行之股东特别大会适用之代表委任表格,1491,0,2019-05-17 16:52:00
(1) 须予披露及关连交易 — 收购基金之有限合伙企业之权益及(2) 股东特别大会通告,1461,0,2019-05-17 16:51:50
股东特别大会通告,1594,0,2019-05-17 16:51:43
招商局置地获8亿港元贷款额度,1691,0,2019-05-09 23:16:40
招商局置地(00978)获提供不超过8亿港元贷款,1733,0,2019-05-09 22:47:03
招商局置地(00978.HK)获授不超8亿港元非承诺性循环贷款额度,1895,0,2019-05-09 22:33:23
根据上市规则第13.18条之披露,1633,0,2019-05-09 22:06:50
股份发行人的证券变动月报表,1576,0,2019-05-06 14:58:31
于“乱市”中安稳立足，招商局置地频合作要拿地起舞？,6238,0,
本地地产股回吐 信置、恒地各挫2％,3690,0,2019-04-26 16:11:10
招商局置地投得日出康城第11期项目 约占三成权益,2068,0,2019-04-26 10:17:15
招商局置地联合信和置业、嘉华入标香港日出康城11期项目,3950,0,2019-04-25 23:51:39
招商局置地(00978.HK)：佳侨成功投得香港物业发展项目,2005,0,2019-04-25 22:50:23
公告 - 竞投香港物业发展项目,1744,0,2019-04-25 22:41:33
招商局置地(0978.HK)通过派付2018年股息 股息率约6%,2329,0,2019-04-25 08:48:40
于二零一九年四月二十四日举行的股东周年大会表决结果,1760,0,2019-04-24 22:58:01
招商局签深海科技城项目 碧桂园、华侨城各投百亿旅游项目,8815,1,2019-04-22 04:00:12
招商局置地发澄清公告 拟重选苏树辉为执行董事,2948,0,2019-04-18 23:21:56
二零一九年四月二十四日(星期三)举行之股东周年大会适用之经修订代表委任表格,1917,0,2019-04-18 22:48:09
澄清公告,1950,0,2019-04-18 22:39:34
招商局置地(00978.HK)获授不超10亿元循环贷款,2281,0,2019-04-17 00:57:19
招商局置地(00978)签订不超过10亿元的循环贷款融资协议,2142,0,2019-04-16 22:06:06
招商局置地获一家银行10亿元循环贷款额度,3095,0,2019-04-16 21:59:33
根据上市规则第13.18条之披露,1869,0,2019-04-16 21:35:23
招商局置地（0978.HK）：首季销售逆势向好 高预售低负债助力高增长,35661,0,
招商局置地（0978.HK）：首季销售逆势向好 高预售低负债助力高增长,2210,0,2019-04-15 13:59:13
招商局置地联手五矿地产共同开发黄埔地块 持股比例为49%和51%,2896,0,2019-04-11 21:49:26
五矿地产引入招商局置地参与开发广州黄埔宗地 后者持股比例占49%,2658,0,2019-04-11 18:56:51
招商局置地(00978.HK)联手五矿地产合资开发黄埔地块  持股49%,2766,0,2019-04-11 18:49:38
五矿地产拟引入招商局置地 共同开发广州黄埔区住宅用地,2880,0,2019-04-11 18:12:17
须予披露交易: 有关开发黄埔地块之合营安排,1730,0,2019-04-11 00:00:00
感人的 时间就是金钱 效率就是生命,1699,0,2019-04-09 15:02:16
招商局置地(00978.HK)1月-3月合同销售总额同比上升11%至59.57亿元,2219,0,2019-04-08 15:49:39
招商局置地(00978)一季度合同销售额增11%至59.57亿元,2082,0,2019-04-08 15:48:33
招商局置地：一季度销售额同比增11%至59.6亿元,2102,0,2019-04-08 15:43:32
招商局置地：一季度合同销售额同比上升11%,2064,0,2019-04-08 15:40:18
招商局置地：前3月合约销售金额59.57亿元 同比增11%,2154,0,2019-04-08 14:23:39
招商局置地一季度合同销售同比升11%至59.57亿元,3284,0,2019-04-08 13:57:33
招商局置地一季度合同销售总额约59.6亿元 北京上海50亿元写字楼资管有序推进,3634,0,2019-04-08 13:35:05
招商局置地前三个月销售业绩同比增长11%至59.57亿元,2156,0,2019-04-08 10:35:41
招商局置地首季销售额按年上升11%,2199,0,2019-04-08 08:47:27
截至二零一九年三月三十一日止三个月之未经审核营运数据,1982,0,2019-04-08 07:15:26
延迟寄发通函,2204,0,2019-04-04 22:51:11
年报2018,781,0,2019-04-04 17:01:26
股份发行人的证券变动月报表,1789,0,2019-04-02 11:07:35
招商局置地(0978.HK)涨超5% 共获14亿人币贷款融资,2220,0,2019-04-01 13:24:26
招商局置地获得两笔共14亿元银行贷款 期限均为三年,3313,0,2019-03-29 00:23:49
招商局置地(00978)向银行贷款融资14亿元,2423,0,2019-03-28 22:49:42
招商局置地(00978.HK)获授合计14亿元定期贷款,2360,0,2019-03-28 22:43:38
根据上市规则第13.18条之披露,1934,0,2019-03-28 22:18:31
招商局置地：短期偿债风险激增 在手现金约65亿元,5676,0,2019-03-25 00:29:44
二零一九年四月二十四日(星期三)举行之股东周年大会适用之代表委任表格,2257,0,2019-03-21 22:10:47
股东周年大会通告,1857,0,2019-03-21 22:07:28
建议授出购回股份及发行本公司新股份之一般授权、建议重选本公司退任董事、建议自股份溢价账派付末期股息及股东周年大会通告,2084,0,2019-03-21 22:04:30
招商局置地（0978.HK）： 传统业务预售账款翻番，资管业务带来新增长点,50332,0,
花旗：升招商局置地目标价至1.47港元 评级“买入”,5481,0,2019-03-19 10:59:45
花旗：升招商局置地(00978)目标价 评级“买入”,3514,0,2019-03-19 10:58:48
招商局置地末期息8港仙,4028,0,2019-03-18 15:22:54
招商局置地：拟3.69亿收购北京上海三处物业,5067,0,2019-03-18 10:50:45
招商局置地（978.HK）：销售大幅增长，母企注资资管规模50亿,37434,1,
招商局置地去年纯利跌逾25％ 派末期息0.1港元,3297,0,2019-03-18 08:22:00
招商局置地3.69亿向股东收购北京上海三宗商业资产权益,4843,1,2019-03-17 21:01:14
招商局置地（978.HK）：销售大幅增长 母企注资资管规模50亿,5256,1,2019-03-17 19:43:14
招商局置地(00978.HK)附属斥3.69亿元收购位于北京上海的三处物业,4154,0,2019-03-17 20:37:14
招商局置地(00978)拟3.7亿元收购京沪物业权益,3814,0,2019-03-17 20:18:21
须予披露及关连交易 — 收购基金之有限合伙企业之权益及关连交易 — 收购资产管理公司之权益,2061,0,2019-03-17 18:49:37
招商局置地2018年净利润22.06亿元 同比减少约25%,4143,0,2019-03-16 14:53:11
招商局置地(00978.HK)拟派末期息每股0.08港元,5026,0,2019-03-16 05:22:44
招商局置地2018年营业额减少30.93%至120亿,5055,0,2019-03-16 03:07:40
招商局置地2018年营收119.6亿 美的置业净利预增70%,6026,0,2019-03-16 02:41:37
招商局置地(00978.HK)拟派末期息每股0.08港元 股息率6.35%,5569,0,2019-03-16 00:38:09
招商局置地2018营收119.56亿 净利同比减少25.76%至12.16亿,3708,0,2019-03-15 23:44:22
招商局置地(00978)年度股东应占溢利跌25.76%至12.16亿元 每股派0.08港元,4303,1,2019-03-15 23:42:25
招商局置地：2018年股东应占净利润12.16亿元 同比减少约26%,3497,0,2019-03-15 23:06:52
招商局置地(00978)派末期股息每股0.08港元,3588,0,2019-03-15 23:06:03
建议自股份溢价账宣派及派付末期股息,2342,0,2019-03-15 22:50:48
截至二零一八年十二月三十一日止年度全年业绩公告,2369,0,2019-03-15 22:49:23
招商局置地(00978.HK)3月15日举行董事会议  以考虑及批准全年业绩,4384,0,2019-03-05 13:55:44
董事会会议日期,1939,0,2019-03-04 20:38:37
股份發行人的證券變動月報表,1800,0,2019-03-01 16:24:12
招商局置地（0978.HK）：打破地域投资限制，多元参与大湾区发展,14.2万,0,
盈利警告,2180,0,2019-02-15 18:44:49
招商局置地挫近8%穿十天廿天线 料去年少赚25%,4764,0,2019-02-15 11:29:51
年度归属股东净利预降25% 招商局置地(00978)挫逾8%,6544,0,2019-02-15 11:24:18
招商局置地预期2018年净利润同比下跌25%,4296,0,2019-02-14 18:55:18
招商局置地(00978.HK)预计年度净利润下降   将持续优化财务资本结构,4726,0,2019-02-14 18:40:11
招商局置地(00978)年度归属股东净利预降25%,4460,0,2019-02-14 17:57:32
世茂股份失控的同业竞争,17996,2,
股份發行人的證券變動月報表,1810,0,2019-02-08 15:53:23
招商局置地：分别与招商蛇口和招商局物管签订运营协议和物管协议,6403,1,2019-01-31 10:49:46
招商局置地(00978.HK)向招商蛇口提供项目运营支持服务,5960,1,2019-01-30 20:39:08
持續關連交易:運營協議及物業管理協議,1781,0,2019-01-30 20:38:39
独立股东一致通过招商局置地修订不竞争契据,4864,0,2019-01-30 09:25:12
於二零一九年一月二十九日舉行之股東特別大會表決結果,1829,0,2019-01-29 18:44:34
招商局置地(00978)采纳股息政策,4081,0,2019-01-24 21:30:40
招商局置地(00978.HK)采纳股息政策,4267,0,2019-01-24 21:22:58
提名委員會職權範圍,1746,0,2019-01-24 21:07:32
審核委員會職權範圍,1758,0,2019-01-24 21:07:32
內幕消息 - 採納股息政策,2034,0,2019-01-24 21:04:50
須予披露交易:合作協議,1881,0,2019-01-19 00:10:34
招商局置地合营佛山市商住地项目,4334,0,2019-01-18 07:52:00
招商局置地(00978.HK)拟增资佛山时代冠鸿 主控开发南海大沥项目,6126,0,2019-01-17 23:59:09
招商局置地4.95亿元入股时代佛山商住项目,5046,0,2019-01-17 23:43:47
股東特別大會適用之代表委任表格,1848,0,2019-01-10 16:39:54
股東特別大會通告,1862,0,2019-01-10 16:38:51
關連交易:經修訂及重列之不競爭契據及股東特別大會通告,1834,0,2019-01-10 16:38:51
公告 - 就股東特別大會暫停辦理股份過戶登記手續,1735,0,2019-01-09 16:47:01
招商局置地2018年合同销售344.32亿元 同比上升43%,5338,0,2019-01-07 13:16:46
招商局置地：2018年合约销售金额344.31亿元 同比增43%,5264,0,2019-01-07 13:13:04
招商局置地全年合同销售额升43%,5131,0,2019-01-07 13:11:25
招商局置地2018年合同销售344.32亿元 同比升43%,5192,0,2019-01-07 13:09:54
招商局置地：2018年合同销售额约344亿元 同比上升43%,6481,0,2019-01-07 12:42:17
招商局置地(00978)2018年合同销售额同比增长43%至344.3亿元,4803,0,2019-01-07 12:14:49
招商局置地(00978)2018年合同销售额同比增长43%至344.3亿元,4850,0,2019-01-07 12:14:49
招商局置地(00978.HK)2018年合同销售额升43%至344.32亿元,4811,0,2019-01-07 12:14:30
截至二零一八年十二月三十一日止年度的未經審核營運數據,2024,0,2019-01-07 12:06:11
股份發行人的證券變動月報表,1661,0,2019-01-03 16:25:29
招商局置地与南京昌茂成立项目公司 共同开发南京宅地,5310,0,2019-01-02 16:32:52
招商局置地6.94亿元入股金茂南京地块 持股60%,5582,0,2019-01-02 09:45:37
招商局置地附属6.7亿人民币投得南京一幅地皮,5658,0,2018-12-31 15:28:59
主要交易:於南京丁家莊商貿有限公司之投資,2446,0,2018-12-31 14:24:46
主要交易:有關開發南京2018G43地塊之合營安排,2449,0,2018-12-31 14:22:56
招商局置地(00978.HK)附属拟联手南京昌茂开发江苏南京地块,5929,0,2018-12-30 19:15:49
招商局置地(00978)附属拟携手南京昌茂成立项目公司以开发南京一地块,6867,0,2018-12-30 18:24:00
須予披露交易:合作協議,2323,0,2018-12-30 18:08:15
招商局置地香港详解“同业竞争”条款修改,5182,0,2018-12-18 22:04:13
招商局置地2021年到期19亿公司债完成发行 年利率4.6%,4624,0,2018-12-18 20:56:22
招商局置地(00978.HK)成功发行19亿元高级债券,4604,0,2018-12-18 18:42:38
招商局置地(00978)完成发行19亿元于2021年到期高级债券,4175,0,2018-12-18 18:39:46
"招商局置地有限公司完成發行於二零二一年到期的人民幣1,900,000,000元4.6%高級債券(「債券」)及受益於招商局蛇口工業區控股股份有限公司提供之維好契據",2112,0,2018-12-18 18:32:44
招商局置地：冀发展轻资产新业务 暂未有目标占比,5059,0,2018-12-18 16:46:27
招商置地余志良：西安、重庆无没有明确的退出时间,6575,0,2018-12-18 16:34:02
招商局置地（0978.HK）与招商蛇口修订不竞争协议 轻重并举双轮驱动,48603,0,
招商局置地修改与招商蛇口不竞争契约 拟聚焦中国办公室物业,6493,0,2018-12-17 20:09:30
招商局置地与招商蛇口修订同业竞争协议 不再受地理限制,6618,0,2018-12-17 20:00:22
公告 - 關連交易:經修訂及重列之不競爭契據,2238,0,2018-12-17 19:03:38
招商局置地与平安证券签订19亿元债券配售协议 年利率4.6%,7596,1,2018-12-13 09:26:59
招商局置地：与平安证券签订19亿元债券配售协议,5945,0,2018-12-13 16:42:17
招商局置地(00978.HK)与平安证券签订配售协议 将发行19亿元公司债,3982,0,2018-12-13 16:10:03
招商局置地(00978.HK)拟配售最高19亿元公司债,4772,0,2018-12-13 14:47:04
招商局置地(00978)拟发行19亿元债券,4893,0,2018-12-13 14:35:25
招商局置地将发行最多19亿人民币高级债券,8463,0,2018-12-13 09:13:23
配售債券,2087,0,2018-12-13 06:07:22
招商局置地：赎回5亿美元债券,6911,0,2018-12-12 00:16:16
招商局置地完成赎回到期的5亿美元债券,4234,0,2018-12-11 21:27:19
招商局置地(00978)完成赎回5亿美元债券,4174,0,2018-12-11 19:39:47
招商局置地(00978.HK)悉数赎回5亿美元债券,4220,0,2018-12-11 19:23:34
"於二零一八年到期的500,000,000美元4.021厘信用增強債券(「債券」)(股份代號:6002)悉數贖回債券",1846,0,2018-12-11 19:12:19
12月10日恒指收盘：收跌1.19% 成交低迷,5804,0,2018-12-10 18:05:17
招商局置地陕西住宅项目引入华侨城西安,6070,0,2018-12-10 13:36:44
招商局置地(00978.HK)引入华侨城注资500万元共同开发陕西住宅物业,6525,0,2018-12-09 23:14:24
招商局置地(00978)引入华侨城(西安)为西咸新区一地块合作方 持有项目公司50%股权,9124,0,2018-12-08 01:02:37
招商局置地西安4.59万住宅项目引入华侨城西安,8657,0,2018-12-08 00:47:53
招商局置地陕西4.59万平米项目引入华侨城合作开发,12715,0,2018-12-08 00:07:12
須予披露交易:視作出售一間附屬公司之50%股權,2160,0,2018-12-07 22:46:17
招商局置地(00978)附属重庆招商依城2.9亿元竞得重庆江北区一地块,5015,1,2018-12-05 23:22:15
招商局置地2.9亿获重庆江北宅地 年期50年,4626,0,2018-12-06 09:14:15
招商局置地(00978.HK)耗资2.9亿元投得重庆江北区一地块,4699,0,2018-12-05 23:37:42
自願公告 - 收購地塊,2051,0,2018-12-05 22:50:32
股份發行人的證券變動月報表,1044,0,2018-12-04 15:31:58
股份發行人的證券變動月報表,1314,0,2018-11-01 16:10:28
延遲寄發有關主要交易:於南京丁家莊商貿有限公司之投資之通函,1604,0,2018-10-30 12:20:12
延遲寄發有關主要交易:有關開發南京2018G43地塊之合營安排之通函,1407,0,2018-10-30 12:17:52
招商局置地：天盛投资已全部赎回2.9亿美元可转债,5764,0,2018-10-25 22:11:59
招商局置地(00978)：天盛投资完成赎回2.9亿美元可换股债券,4935,0,2018-10-25 18:00:39
招商局置地(00978.HK)：注销2.9亿美元换股债将于10月31日生效,4511,0,2018-10-25 17:58:39
完成贖回可換股債券,1291,0,2018-10-25 17:42:01
招商局置地前三季销售219亿 金茂酒店房间收益降1.6%,10018,0,2018-10-19 01:23:20
招商局置地前三季度合同销售219亿元 同比增加26%,5955,0,2018-10-18 18:20:37
招商局置地第三季合同销售总额升85%,5296,0,2018-10-18 17:42:56
招商局置地(00978)三季度销售额73.94亿元 同比增加85%,4575,0,2018-10-18 17:23:38
截至二零一八年九月三十日止九個月之未經審核營運數據,1401,0,2018-10-18 16:44:09
招商局置地与南京交通成立合资公司 开发南京浦口11万平米地块,9926,1,2018-10-08 23:46:40
招商局置地(00978)附属拟合共5.34亿元投资入股江苏南京物业项目,5365,0,2018-10-09 16:09:22
招商局置地斥资5.3亿 获南京栖霞商业地60%股权,6388,0,2018-10-09 10:23:59
招商局置地组合营夺南京住宅地 料投资逾29亿人币,6254,0,2018-10-09 08:28:39
招商局置地(00978.HK)附属拟对南京丁家庄商贸注资以开发南京地块,6266,0,2018-10-09 06:55:50
主要交易:於南京丁家莊商貿有限公司之投資,1263,0,2018-10-09 06:10:21
招商局置地(00978.HK)与南京交通共同投资项目公司 开发南京浦口区地块,3756,0,2018-10-09 04:38:03
招商局置地(00978)与南京交通成立项目公司共同开发南京浦口区一地块,7154,0,2018-10-08 23:35:34
主要交易:有關開發南京2018G43地塊之合營安排,1799,0,2018-10-08 23:15:10
股份發行人的證券變動月報表,1184,0,2018-10-03 15:58:06
招商局置地全部赎回2020年到期2.9亿美元可换股债券,5306,0,2018-09-27 18:17:59
招商局置地(00978)：天盛已赎回全部未偿还债券,4954,0,2018-09-27 17:52:43
招商局置地(00978.HK)赎回2020万美元可换股债券,4744,0,2018-09-27 17:45:20
提前贖回可換股債券,1237,0,2018-09-27 17:28:27
2018 中期報告,2371,0,2018-09-18 16:44:08
股份發行人的證券變動月報表,894,0,2018-09-03 14:52:12
招商局置地与景瑞、合景泰富、正荣共同开发南京雨花台商住地,5836,1,2018-08-30 20:50:31
招商局置地(00978)设立合营共同开发南京雨花台地块,4710,0,2018-08-30 19:32:14
須予披露及關連交易:有關開發雨花台地塊之合營安排,1522,0,2018-08-30 19:02:00
招商局置地上半年营收32.49亿 毛利率增21个百分点,2980,0,2018-08-23 17:55:58
招商局置地(00978)中期净利增长48.8%至4.27亿元,2019,0,2018-08-23 17:52:15
截至二零一八年六月三十日止六個月之中期業績公告,1411,0,2018-08-23 17:05:14
股份發行人的證券變動月報表,776,0,2018-08-02 10:26:17
招商局置地入股广州从化23亿地块 与保利、金茂共同开发,7379,0,2018-07-30 16:33:59
須予披露及關連交易:有關開發從化土地之合營安排,1044,0,2018-07-30 07:59:45
招商蛇口：子公司招商局置地上半年净利同比增幅不低于30%,12571,6,2018-07-17 16:04:43
招商局置地发布盈利公告 母公司上半年净利大增约九成,22807,2,2018-07-18 02:02:48
招商局置地(00978.HK)更换公司秘书为徐建峰,5316,0,2018-07-18 13:24:03
更換公司秘書,952,0,2018-07-18 12:09:46
正面盈利預告,1538,0,2018-07-17 12:09:42
招商局置地半年合同销售144.9亿元 同比增加8%,4386,0,2018-07-09 18:05:09
截至二零一八年六月三十日止六個月之未經審核營運數據,1305,0,2018-07-09 17:32:48
更換核數師,1205,0,2018-07-06 17:28:47
股份發行人的證券變動月報表,757,0,2018-07-04 15:12:13
招商局置地(00978.HK)携手广州金地及北京远东共同开发广州增城住宅用地,4294,0,2018-06-29 04:57:27
招商局置地(00978)携手广州金地及北京远东成立合营共同开发广州增城地块,3108,0,2018-06-29 04:48:01
須予披露及關連交易:有關收購土地之合營安排,1307,0,2018-06-28 23:02:40
"2017環境,社會及管治報告",1073,0,2018-06-28 16:59:28
